ResearchFieldId,ResearchFieldLabel,PaperId,PaperTitle,Contribution
R140,Software Engineering,R112000,Ensemble Methods for App Review Classification: An Approach for Software Evolution (N),R112002
R140,Software Engineering,R111923,"Same App, Different App Stores: A Comparative Study",R111925
R140,Software Engineering,R111969,"User Feedback from Tweets vs App Store Reviews: An Exploratory Study of Frequency, Timing and Content",R111971
R140,Software Engineering,R111979,"""What Parts of Your Apps are Loved by Users?"" (T)",R111981
R140,Software Engineering,R111988,A Needle in a Haystack: What Do Twitter Users Say about Software?,R198817
R140,Software Engineering,R111988,A Needle in a Haystack: What Do Twitter Users Say about Software?,R113198
R140,Software Engineering,R111988,A Needle in a Haystack: What Do Twitter Users Say about Software?,R111990
R140,Software Engineering,R112021,Analyzing and automatically labelling the types of user issues that are raised in mobile app reviews,R112023
R140,Software Engineering,R112044,Can app changelogs improve requirements classification from app reviews?: an exploratory study,R112046
R140,Software Engineering,R112033,Listening to the Crowd for the Release Planning of Mobile Apps,R112040
R140,Software Engineering,R112407,Which Feature is Unusable? Detecting Usability and User Experience Issues from User Reviews,R112409
R140,Software Engineering,R112425,Refinement and Resolution of Just-in-Time Requirements in Open Source Software: A Case Study,R112427
R140,Software Engineering,R112416,Using the crowds to satisfy unbounded requirements,R112418
R140,Software Engineering,R112472,CRAFT: A Crowd-Annotated Feedback Technique,R112474
R140,Software Engineering,R112434,Users — The Hidden Software Product Quality Experts?: A Study on How App Users Report Quality Aspects in Online Reviews,R195568
R140,Software Engineering,R112434,Users — The Hidden Software Product Quality Experts?: A Study on How App Users Report Quality Aspects in Online Reviews,R112436
R140,Software Engineering,R113008,Canary: Extracting Requirements-Related Information from Online Discussions,R195498
R140,Software Engineering,R113008,Canary: Extracting Requirements-Related Information from Online Discussions,R113010
R140,Software Engineering,R113030,"Conceptualising, extracting and analysing requirements arguments in users' forums: The CrowdRE‐Arg framework",R113033
R140,Software Engineering,R113067,Mining User Rationale from Software Reviews,R195534
R140,Software Engineering,R113067,Mining User Rationale from Software Reviews,R113069
R140,Software Engineering,R113054,A gradual approach to crowd-based requirements engineering: The case of conference online social networks,R113056
R140,Software Engineering,R113160,Customer Rating Reactions Can Be Predicted Purely using App Features,R113162
R140,Software Engineering,R113160,Customer Rating Reactions Can Be Predicted Purely using App Features,R194980
R140,Software Engineering,R113151,Linguistic Analysis of Crowd Requirements: An Experimental Study,R113153
R140,Software Engineering,R113122,UCFrame: A Use Case Framework for Crowd-Centric Requirement Acquisition,R113124
R140,Software Engineering,R113137,Mining Context-Aware User Requirements from Crowd Contributed Mobile Data,R113139
R140,Software Engineering,R113085,Discovering Requirements through Goal-Driven Process Mining,R113087
R140,Software Engineering,R113181,Towards Crowd-Based Requirements Engineering A Research Preview,R113183
R140,Software Engineering,R113213,Modelling Users Feedback in Crowd-Based Requirements Engineering: An Empirical Study,R113215
R140,Software Engineering,R113204,Mining Android App Descriptions for Permission Requirements Recommendation,R113206
R140,Software Engineering,R113204,Mining Android App Descriptions for Permission Requirements Recommendation,R195127
R140,Software Engineering,R135602,Model-Driven Architecture Based Software Development for Epidemiological Surveillance Systems,R135604
R140,Software Engineering,R135760,Empirical Research Methods in Software Engineering,R135762
R140,Software Engineering,R135756,Selecting Empirical Methods for Software Engineering Research,R135758
R140,Software Engineering,R138070,Grand challenges in model-driven engineering: an analysis of the state of the research,R138073
R140,Software Engineering,R152020,A Scenario-based MDE Process for Developing Reactive Systems: A Cleaning Robot Example,R152022
R140,Software Engineering,R152014,From scenario modeling to scenario programming for reactive systems with dynamic topology,R152016
R140,Software Engineering,R159730,Enriching Requirements Specifications with Videos - The Use of Videos to Support Requirements Communication,R159732
R140,Software Engineering,R159750,ReqVidA – Requirements Video Analyzer,R159752
R140,Software Engineering,R159770,Pimp my Spec: Tuning von Spezifikationen durch Videos,R159772
R140,Software Engineering,R159789,The Potential of Using Vision Videos for CrowdRE: Video Comments as a Source of Feedback,R175000
R140,Software Engineering,R159793,Viewing Vision Videos Online: Opportunities for Distributed Stakeholders,R172529
R140,Software Engineering,R164405,Investigating User Experiences Through Animation-based Sketching,R164407
R140,Software Engineering,R175392,"Automatically improve software architecture models for performance, reliability, and cost using evolutionary algorithms",R175394
R140,Software Engineering,R186075,"CMMI for Development, Version 1.3",R186077
R140,Software Engineering,R186088,Gartner BPM Maturity Model,R186089
R140,Software Engineering,R186072,ISO/IEC 15504,R186074
R140,Software Engineering,R186086,OMG Business Process Maturity Model,R186087
R140,Software Engineering,R186081,Metrics Based Verification and Validation Maturity Model (MB-V2M2),R186083
R140,Software Engineering,R186078,Model-driven Development (MDD) Maturity Model,R186080
R140,Software Engineering,R186093,Assessing Business-IT Allignment Maturity,R186095
R140,Software Engineering,R186084,Business Process Maturity Model (BPMM),R186085
R140,Software Engineering,R186098,Gartner Enterprise Information Management Maturity Model,R186100
R140,Software Engineering,R192345,On the impact of using different templates on creating and understanding user stories,R192347
R140,Software Engineering,R192386,A Survey of Instructional Approaches in the Requirements Engineering Education Literature,R192388
R140,Software Engineering,R192398,Agile Teams’ Perception in Privacy Requirements Elicitation: LGPD’s compliance in Brazil,R192400
R140,Software Engineering,R192445,Automated Traceability for Domain Modelling Decisions Empowered by Artificial Intelligence,R192447
R140,Software Engineering,R192428,Ambiguity and Generality in Natural Language Privacy Policies,R192430
R140,Software Engineering,R193035,"Exploring explainability: a definition, a model, and a knowledge catalogue",R193037
R140,Software Engineering,R193044,From Ideas to Expressed Needs: an Empirical Study on the Evolution of Requirements during Elicitation,R193046
R140,Software Engineering,R193025,Environment-Driven Abstraction Identification for Requirements-Based Testing,R193027
R140,Software Engineering,R193022,Design Decisions in the Construction of Traceability Information Models for Safe Automotive Systems,R193024
R140,Software Engineering,R193070,Non-functional requirements for machine learning: understanding current use and challenges in industry,R193072
R140,Software Engineering,R193089,On the Role of User Feedback in Software Evolution: a Practitioners’ Perspective,R193091
R140,Software Engineering,R193108,Perspectives on Regulatory Compliance in Software Engineering,R193109
R140,Software Engineering,R193308,The Role of Linguistic Relativity on the Identification of Sustainability Requirements: An Empirical Study,R193309
R140,Software Engineering,R193330,Towards Achieving Trust Through Transparency and Ethics,R193331
R140,Software Engineering,R193336,Unsupervised Topic Discovery in User Comments,R193337
R140,Software Engineering,R193341,What can Open Domain Model Tell Us about the Missing Software Requirements: A Preliminary Study,R193342
R140,Software Engineering,R193371,Automated recommendation of templates for legal requirements,R193373
R140,Software Engineering,R193357,What’s up with Requirements Engineering for Artificial Intelligence Systems?,R193358
R140,Software Engineering,R193406,Theory as a source of software requirements,R193408
R140,Software Engineering,R193385,The way it makes you feel predicting users’ engagement during interviews with biofeedback and supervised learning,R193387
R140,Software Engineering,R193418,Voice of the users: A demographic study of software feedback behaviour,R193420
R140,Software Engineering,R193441,Inspectors academy: pedagogical design for requirements inspection training,R193443
R140,Software Engineering,R193467,Cutting through the jungle: Disambiguating model-based traceability terminology,R193469
R140,Software Engineering,R193481,Extracting and classifying requirements from software engineering contracts,R193483
R140,Software Engineering,R193295,The practical role of context modeling in the elicitation of context-aware functionalities: a survey,R193296
R140,Software Engineering,R193490,Which app features are being used? Learning app feature usages from interaction data,R193492
R140,Software Engineering,R193473,Continual human value analysis in software development: A goal model based approach,R193475
R140,Software Engineering,R193849,TEM: a transparency engineering methodology enabling users’ trust judgement,R193850
R140,Software Engineering,R193818,From Screenplays to Podcasts-New Perspectives on Improving Requirements Communication in Interdisciplinary Teams,R193819
R140,Software Engineering,R193828,Mining reddit as a new source for software requirements,R193829
R140,Software Engineering,R193798,Classifying user requirements from online feedback in small dataset environments using deep learning,R193799
R140,Software Engineering,R193866,The Rise and Fall of COVID-19 Contact-Tracing Apps: when NFRs Collide with Pandemic,R193868
R140,Software Engineering,R193925,Trace link recovery using semantic relation graphs and spreading activation,R193926
R140,Software Engineering,R193920,Same same but different: Finding similar user feedback across multiple platforms and languages,R193922
R140,Software Engineering,R193898,A deep context-wise method for coreference detection in natural language requirements,R193900
R140,Software Engineering,R193929,NoRBERT: Transfer learning for requirements classification,R193931
R140,Software Engineering,R194054,The Lack of Shared Understanding of Non-Functional Requirements in Continuous Software Engineering: Accidental or Essential?,R194055
R140,Software Engineering,R194093,OASIS: Weakening User Obligations for Security-critical Systems,R194094
R140,Software Engineering,R194114,How developers believe Invisibility impacts NFRs related to User Interaction,R194115
R140,Software Engineering,R194125,Data-driven Risk Management for Requirements Engineering: An Automated Approach based on Bayesian Networks,R194126
R140,Software Engineering,R194084,Requirements Dependency Extraction by Integrating Active Learning with Ontology-Based Retrieval,R194085
R140,Software Engineering,R194139,An AI-assisted Approach for Checking the Completeness of Privacy Policies Against GDPR,R194140
R140,Software Engineering,R194253,Can a Conversation Paint a Picture? Mining Requirements In Software Forums,R194255
R140,Software Engineering,R194281,"Learning Requirements Elicitation Interviews with Role-Playing, Self-Assessment and Peer-Review",R194283
R140,Software Engineering,R194317,Optimizing for Recall in Automatic Requirements Classification: An Empirical Study,R194319
R140,Software Engineering,R194360,Analysis of Requirements-Related Arguments in User Forums,R194362
R140,Software Engineering,R194345,A Machine Learning-Based Approach for Demarcating Requirements in Textual Specifications,R194347
R140,Software Engineering,R194237,Do we Really Know What we are Building? Raising Awareness of Potential Sustainability Effects of Software Systems in Requirements Engineering,R194239
R140,Software Engineering,R194373,The Role of Environment Assertions in Requirements-Based Testing,R194375
R140,Software Engineering,R194401,An Approach for Reviewing Security-Related Aspects in Agile Requirements Specifications of Web Applications,R194403
R140,Software Engineering,R194414,Detecting Bad Smells in Use Case Descriptions,R194416
R140,Software Engineering,R194431,Do End-Users Want Explanations? Analyzing the Role of Explainability as an Emerging Aspect of Non-Functional Requirements,R194432
R140,Software Engineering,R194428,Predicting How to Test Requirements: An Automated Approach,R194430
R140,Software Engineering,R194425,"Visualization Requirements for Business Intelligence Analytics: A Goal-Based, Iterative Framework",R194427
R140,Software Engineering,R194458,Analysing Gender Differences in Building Social Goal Models: A Quasi-Experiment,R194459
R140,Software Engineering,R194445,Automated Recommendation of Software Refactorings Based on Feature Requests,R194446
R140,Software Engineering,R194474,How do Practitioners Capture and Utilize User Feedback During Continuous Software Engineering?,R194475
R140,Software Engineering,R194607,Extracting and Analyzing Context Information in User-Support Conversations on Twitter,R194608
R140,Software Engineering,R194641,Digital Discrimination in Sharing Economy A Requirements Engineering Perspective,R194642
R140,Software Engineering,R194610,Requirements Classification with Interpretable Machine Learning and Dependency Parsing,R194611
R140,Software Engineering,R194698,A Qualitative Study on using GuideGen to Keep Requirements and Acceptance Tests Aligned,R194700
R140,Software Engineering,R194686,The Manager Perspective on Requirements Impact on Automotive Systems Development Speed,R194688
R140,Software Engineering,R194870,Requirements Reference Models Revisited: Accommodating Hierarchy in System Design,R194871
R140,Software Engineering,R194875,A Metamodeling Approach to Support the Engineering of Modeling Method Requirements,R194876
R140,Software Engineering,R194884,Extraction of System States from Natural Language Requirements,R194885
R140,Software Engineering,R194905,Arithmetic Semantics of Feature and Goal Models for Adaptive Cyber-Physical Systems,R194906
R140,Software Engineering,R194895,Scalable Analysis of Real-Time Requirements,R194897
R140,Software Engineering,R194922,The Next Release Problem Revisited: A New Avenue for Goal Models,R194924
R140,Software Engineering,R194932,Enhancing Automated Requirements Traceability by Resolving Polysemy,R194934
R140,Software Engineering,R194954,Vetting Automatically Generated Trace Links: What Information is Useful to Human Analysts?,R194956
R140,Software Engineering,R194974,Modeling User Concerns in the App Store: A Case Study on the Rise and Fall of Yik Yak,R194976
R140,Software Engineering,R195005,Catalog of Invisibility Requirements for UbiComp and IoT Applications,R195010
R140,Software Engineering,R195107,On Systems of Systems Engineering: A Requirements Engineering Perspective and Research Agenda,R195108
R140,Software Engineering,R195023,RE and Society - A Perspective on RE in Times of Smart Cities and Smart Rural Areas,R195024
R140,Software Engineering,R195124,The Grace Period Has Ended: An Approach to Operationalize GDPR Requirements,R195125
R140,Software Engineering,R195129,Semantic Incompleteness in Privacy Policy Goals,R195130
R140,Software Engineering,R195113,Automated Extraction of Semantic Legal Metadata using Natural Language Processing,R195114
R140,Software Engineering,R195201,An Experimental Comparison of Two Navigation Techniques for Requirements Modeling Tools,R195202
R140,Software Engineering,R195153,Efficiency and Effectiveness of Requirements Elicitation Techniques for Children,R195154
R140,Software Engineering,R195182,On the Impact of Semantic Transparency on Understanding and Reviewing Social Goal Models,R195183
R140,Software Engineering,R195216,Morse: Reducing the Feature Interaction Explosion Problem using Subject Matter Knowledge as Abstract Requirements,R195217
R140,Software Engineering,R195144,Learning from Mistakes: An Empirical Study of Elicitation Interviews Performed by Novices,R195145
R140,Software Engineering,R195173,Towards Ubiquitous RE: A Perspective on Requirements Engineering in the Era of Digital Transformation,R195174
R140,Software Engineering,R195218,"Discovering, Analyzing, and Managing Safety Stories in Agile Projects",R195220
R140,Software Engineering,R195179,FAME: Supporting Continuous Requirements Elicitation by Combining User Feedback and Monitoring,R195180
R140,Software Engineering,R195224,Understanding Challenging Situations in Agile Quality Requirements Engineering and Their Solution strategies: Insights from a Case Study,R195225
